,Date,Monthly Mean Total Sunspot Number
2066,1921-03-31,44.5
2067,1921-04-30,54.0
2068,1921-05-31,37.0
2069,1921-06-30,56.2
2070,1921-07-31,69.7
2071,1921-08-31,38.0
2072,1921-09-30,29.6
2073,1921-10-31,30.3
2074,1921-11-30,29.6
2075,1921-12-31,33.9
2076,1922-01-31,19.7
2077,1922-02-28,43.9
2078,1922-03-31,91.3
2079,1922-04-30,18.3
2080,1922-05-31,13.4
2081,1922-06-30,9.8
2082,1922-07-31,18.3
2083,1922-08-31,10.9
2084,1922-09-30,7.8
2085,1922-10-31,10.4
2086,1922-11-30,12.2
2087,1922-12-31,29.0
2088,1923-01-31,7.5
2089,1923-02-28,2.5
2090,1923-03-31,5.5
2091,1923-04-30,10.2
2092,1923-05-31,5.3
2093,1923-06-30,15.3
2094,1923-07-31,5.9
2095,1923-08-31,0.8
2096,1923-09-30,22.1
2097,1923-10-31,19.5
2098,1923-11-30,16.7
